txn_id,ts_utc,user_id,amount_vnd,merchant_id,merchant_cat,channel,device_id,device_os,is_new_device,ip_country,province,account_age_days,txn_count_24h,amount_avg_30d,status
TXN-2007365,2025-08-16 13:38:11,U490441,748000,M021874,GROCERY,ecom,d_ab5d7,Android,0,VN,Hà Nội,578,1,1282865,completed
TXN-2024710,2025-08-16 14:33:44,U253637,304000,M013555,ride_hailing,topup,d_c5846,Android,0,VN,Hà Nội,21,6,487467,completed
TXN-2019294,2025-08-16 17:27:50,U752530,138000,M012134,,p2p,d_e2716,web,0,VN,Hồ Chí Minh,2051,5,108806,completed
TXN-2018092,2025-08-16 19:32:59,U275426,1098000,M006900,Entertainment,qr,d_b6a4e,web,0,VN,Bình Dương,146,1,769558,completed
TXN-2020562,2025-08-16 20:45:47,U855066,193000,M000762,GROCERY,qr,d_482f7,Android,0,VN,Đồng Nai,2061,2,330261,completed
TXN-2016176,2025-08-16 21:15:02,U772944,819000,M011531,Food & Beverage,topup,d_b9c77,Android,0,VN,Hà Nội,1656,6,636668,completed
TXN-2005876,2025-08-17 01:05:30,U388908,2065000,M006908,Telco,p2p,d_fee4b,iOS,0,VN,Hải Phòng,877,8,1317705,completed
TXN-2019556,2025-08-17 01:20:05,U190352,2359000,M024501,TRANSPORT,p2p,d_03fce,Android,0,VN,Đà Nẵng,471,1,2652044,completed
TXN-2022672,2025-08-17 03:50:59,U184815,1018000,M021224,food and beverage,bill,d_cbb4a,Android,0,VN,Hồ Chí Minh,275,1,1171551,completed
TXN-2009572,2025-08-17 04:17:00,U291422,105000,M015886,E-Commerce,qr,d_26bdc,iOS,1,VN,Hà Nội,1921,7,183234,completed
TXN-2001153,2025-08-17 06:49:13,U620261,-79000,M024403,bill_payment,qr,d_089a6,web,0,VN,Hà Nội,502,5,79337,reversed
TXN-2009697,2025-08-17 08:02:53,U630299,153000,M021265,TELCO,qr,d_8b8cb,web,0,VN,Cần Thơ,2314,5,247999,completed
TXN-2024223,2025-08-17 09:11:34,U165953,1250000,M004835,e_commerce,bill,d_45138,iOS,0,VN,Hồ Chí Minh,179,3,1284890,completed
TXN-2004738,2025-08-17 09:54:35,U193614,2067000,M010633,entertainment,ecom,d_2770b,iOS,0,VN,Khánh Hòa,1589,5,2504676,completed
TXN-2013923,2025-08-17 09:59:21,U824369,10642000,M018943,,p2p,d_df94b,iOS,0,VN,Hồ Chí Minh,1987,6,12502628,completed
TXN-2018045,2025-08-17 10:20:54,U594541,1859000,M014861,fnb,bill,d_26f17,Android,0,VN,Cần Thơ,995,8,3092053,completed
TXN-2013772,2025-08-17 11:18:18,U186078,1793000,M018484,Food & Beverage,ecom,d_03089,Android,0,VN,Khánh Hòa,1871,1,3368606,completed
TXN-2014068,2025-08-17 12:20:04,U255249,1171000,M007023,Transport,ecom,d_a5379,Android,0,VN,Hà Nội,1934,7,926657,completed
TXN-2022541,2025-08-17 13:04:16,U748383,110000,M022710,TRANSPORT,qr,,,,VN,Hồ Chí Minh,1631,7,75050,completed
TXN-2000286,2025-08-17 13:32:12,U682883,198000,M007195,E-Commerce,qr,d_c5689,Android,0,VN,Lâm Đồng,265,5,333515,completed
TXN-2003124,2025-08-17 19:45:34,U879924,11880000,M014714,food and beverage,p2p,d_a2481,Android,0,VN,Hồ Chí Minh,1005,3,8713594,completed
TXN-2007387,2025-08-17 22:05:41,U623495,587000,M029221,food and beverage,qr,d_02a4e,Android,0,VN,Hà Nội,770,1,518748,completed
TXN-2001736,2025-08-18 00:15:39,U555021,472000,M015174,mobile_topup,ecom,d_dd17d,iOS,0,VN,An Giang,1929,7,598149,completed
TXN-2020535,2025-08-18 01:14:33,U213228,357000,M018060,F&B,qr,d_4dc84,iOS,0,VN,Bình Dương,154,7,468834,completed
TXN-2021633,2025-08-18 01:16:13,U112722,3416000,M002683,ecommerce,ecom,d_9ef1a,Android,0,VN,Hồ Chí Minh,2357,1,4146770,completed
TXN-2023571,2025-08-18 01:20:06,U374679,10301000,M003050,ride_hailing,p2p,d_aada5,web,0,VN,Hà Nội,2026,5,14568296,completed
TXN-2016000,2025-08-18 01:35:51,U853985,471000,M006172,food_bev,bill,d_5896b,Android,0,VN,Hà Nội,371,4,582667,completed
TXN-2013651,2025-08-18 02:17:19,U990491,2122000,M001194,food and beverage,p2p,d_04d81,Android,0,VN,Hồ Chí Minh,2389,6,3819450,completed
TXN-2024627,2025-08-18 04:26:35,U713791,446000,M010319,,qr,d_f22cf,Android,0,VN,Hà Nội,2103,2,536582,completed
TXN-2015748,2025-08-18 04:27:16,U776253,407000,M001153,bill_payment,topup,d_2e448,Android,0,VN,Thanh Hóa,647,3,758301,completed
TXN-2005688,2025-08-18 05:08:56,U577834,1723000,M005307,ride_hailing,bill,d_f8e93,iOS,0,VN,An Giang,570,3,1379153,completed
TXN-2002244,2025-08-18 06:07:43,U988966,4544000,M022103,UTIL,p2p,d_2ee07,iOS,0,VN,Hồ Chí Minh,739,5,3008360,completed
TXN-2011777,2025-08-18 06:34:36,U913638,3384000,M027657,FOOD_BEV,ecom,d_164ab,iOS,0,VN,An Giang,1195,7,4334229,completed
TXN-2010640,2025-08-18 06:40:52,U255862,344000,M028124,F&B,topup,d_4a601,iOS,0,VN,Đồng Nai,1878,2,335421,completed
TXN-2018904,2025-08-18 09:43:47,U107119,2494000,M014138,food and beverage,p2p,d_59962,iOS,0,VN,Đà Nẵng,2377,5,2350224,completed
TXN-2013806,2025-08-18 09:44:06,U383688,363000,M015118,,topup,d_4b361,Android,0,VN,Hà Nội,1612,5,507328,completed
TXN-2021087,2025-08-18 10:12:27,U255742,1457000,M018619,health,p2p,d_d5a73,iOS,0,VN,Khánh Hòa,1515,7,1398281,completed
TXN-2006325,2025-08-18 10:22:00,U672708,345000,M026524,transport,p2p,d_70fc3,iOS,0,VN,Hồ Chí Minh,554,8,599813,completed
TXN-2006757,2025-08-18 13:17:51,U919932,7524000,M008237,E-Commerce,p2p,d_d7ac5,Android,0,VN,Cần Thơ,1233,7,10420108,completed
TXN-2024252,2025-08-18 14:16:02,U231905,3633000,M004772,telco,p2p,d_13530,iOS,0,VN,An Giang,917,2,2346857,completed
TXN-2009658,2025-08-18 16:27:16,U244025,582000,M001720,GROCERY,p2p,d_a92a9,Android,0,VN,Thanh Hóa,1347,3,1077328,completed
TXN-2024221,2025-08-18 19:56:29,U196155,10000,M029810,grocery,topup,d_cf093,web,0,VN,Lâm Đồng,1343,1,15000,completed
TXN-2007680,2025-08-18 21:19:42,U807105,5585000,M025705,Health,p2p,d_7b74e,iOS,0,VN,Hà Nội,536,2,8467999,completed
TXN-2010407,2025-08-18 23:23:29,U360033,48000,M011386,grocery,qr,d_4d580,Android,0,VN,Hồ Chí Minh,997,4,44580,completed
TXN-2000944,2025-08-19 00:37:05,U573253,2751000,M015412,Grocery,bill,d_721c1,iOS,0,VN,Hà Nội,849,7,2470386,completed
TXN-2003559,2025-08-19 00:44:38,U938848,6101000,M026874,F&B,p2p,d_6bb64,web,0,VN,Đồng Nai,2036,8,6261852,completed
TXN-2011737,2025-08-19 01:08:25,U913638,146000,M022271,GROCERY,qr,d_79ee1,iOS,0,VN,Hải Phòng,808,2,183445,completed
TXN-2017946,2025-08-19 03:06:50,U725298,2178000,M014578,e_commerce,qr,d_60e9b,Android,0,VN,Cần Thơ,716,8,1902638,completed
TXN-2014498,2025-08-19 04:06:30,U166170,252000,M007876,ride_hailing,qr,d_9c385,Android,0,VN,Hà Nội,208,5,175543,completed
TXN-2019677,2025-08-19 04:47:33,U976248,75000,M016932,fnb,qr,d_2b317,Android,0,VN,Hồ Chí Minh,1848,5,92695,completed
TXN-2004011,2025-08-19 07:49:21,U939059,16000,M009641,UTIL,qr,d_1a056,iOS,0,VN,Đồng Nai,1042,5,23039,completed
TXN-2014845,2025-08-19 09:37:04,U755204,1132000,M016721,bill_payment,bill,d_bfd39,Android,0,VN,Hà Nội,956,7,756672,completed
TXN-2017124,2025-08-19 10:14:12,U373833,494000,M010877,Food & Beverage,qr,d_2ac8b,Android,0,VN,Đồng Nai,2316,4,744552,completed
TXN-2008785,2025-08-19 10:26:01,U696330,1870000,M000709,F&B,bill,d_1185a,Android,0,VN,Thanh Hóa,956,2,1933001,completed
TXN-2021391,2025-08-19 10:42:37,U790302,1595000,M005246,grocery,ecom,d_750e2,iOS,0,VN,Khánh Hòa,1814,7,2438848,completed
TXN-2023015,2025-08-19 11:54:41,U191260,89000,M011141,Utilities,qr,d_f3958,web,0,VN,Hồ Chí Minh,339,2,144282,completed
TXN-2023012,2025-08-19 12:23:48,U794464,172000,M007502,Entertainment,topup,d_b22d2,iOS,0,VN,Nghệ An,1773,7,252449,completed
TXN-2016726,2025-08-19 12:30:00,U702875,1292000,M016898,E-Commerce,p2p,d_897b7,Android,0,VN,Hồ Chí Minh,84,1,1471249,completed
TXN-2018437,2025-08-19 13:37:27,U939512,860000,M024392,education,p2p,d_d3232,iOS,0,VN,Hà Nội,39,7,1288647,completed
TXN-2009289,2025-08-19 13:48:29,U703772,3332000,M009365,Transport,p2p,d_a6161,Android,0,VN,Hồ Chí Minh,1197,7,3497033,completed
TXN-2012619,2025-08-19 23:58:45,U927589,-1131000,M021044,E Commerce,ecom,d_c9321,Android,0,VN,Hồ Chí Minh,654,6,1642116,reversed
TXN-2003411,2025-08-20 00:13:59,U820344,140000,M021307,Transport,qr,d_87cf7,iOS,0,VN,Hồ Chí Minh,94,1,130273,completed
TXN-2008098,2025-08-20 00:31:31,U933021,10000,M003848,Travel,topup,d_ae7d2,Android,0,VN,Hà Nội,1359,8,15000,completed
TXN-2019069,2025-08-20 00:58:39,U268994,2250000,M009553,groceries,ecom,d_5779c,Android,0,VN,Hồ Chí Minh,247,2,3169940,completed
TXN-2003696,2025-08-20 01:28:54,U614480,168000,M000422,fnb,topup,d_6742c,Android,0,VN,Thanh Hóa,1806,5,190504,completed
TXN-2022887,2025-08-20 02:28:53,U277507,2140000,M014399,groceries,ecom,d_53bd2,iOS,0,VN,Cần Thơ,748,7,3835494,completed
TXN-2015817,2025-08-20 03:05:13,U524839,45000,M001596,FOOD_BEV,qr,d_04de4,Android,0,VN,Hà Nội,635,2,82011,completed
TXN-2011759,2025-08-20 03:56:15,U763869,2423000,M015973,groceries,bill,d_3b13e,web,0,VN,Bình Dương,551,1,4464973,completed
TXN-2001366,2025-08-20 04:12:50,U490220,143000,M028464,E Commerce,topup,d_08351,Android,1,VN,Hồ Chí Minh,562,6,210353,completed
TXN-2008507,2025-08-20 04:29:41,U711911,4821000,M001194,ride_hailing,p2p,d_57dcd,Android,0,VN,Hồ Chí Minh,485,2,4305704,completed
TXN-2015139,2025-08-20 04:40:50,U430598,843000,M000857,UTIL,qr,d_ed1bf,iOS,0,VN,Hồ Chí Minh,216,6,916645,completed
TXN-2018896,2025-08-20 04:59:03,U959269,211000,M018771,utilities,qr,d_1da04,Android,0,VN,Khánh Hòa,114,3,381518,completed
TXN-2006659,2025-08-20 05:50:30,U697651,659000,M017284,e_commerce,bill,d_5a044,iOS,0,VN,Hà Nội,2035,7,407429,completed
TXN-2002315,2025-08-20 06:16:09,U845680,1334000,M020311,,p2p,d_71b68,web,0,VN,Hồ Chí Minh,2247,2,1954675,completed
TXN-2023187,2025-08-20 06:53:12,U176318,468000,M025992,Grocery,p2p,d_256ef,Android,0,VN,Lâm Đồng,927,8,442902,completed
TXN-2003262,2025-08-20 08:08:43,U648702,192000,M027088,ride_hailing,qr,d_8e258,iOS,0,VN,Hồ Chí Minh,1254,1,133434,completed
TXN-2014666,2025-08-20 08:34:23,U784578,4309000,M015273,transport,p2p,d_6e644,iOS,0,VN,Hải Phòng,996,7,5881223,completed
TXN-2013168,2025-08-20 09:42:45,U711397,68000,M008258,F&B,topup,d_ba544,iOS,0,VN,Đồng Nai,1812,2,100825,completed
TXN-2001856,2025-08-20 10:04:17,U979761,620000,M004752,Grocery,qr,d_68db2,Android,0,VN,Bình Dương,851,6,925401,completed
TXN-2010893,2025-08-20 11:19:21,U395784,9628000,M009952,F&B,p2p,d_60b19,iOS,0,VN,Hải Phòng,2222,2,16283933,completed
TXN-2004561,2025-08-20 11:48:20,U208175,1135000,M009933,food_bev,ecom,d_ef3b1,web,0,VN,Nghệ An,1704,1,1991635,completed
TXN-2023711,2025-08-20 12:00:32,U525757,1060000,M003445,Grocery,p2p,d_6a8ab,iOS,0,VN,Lâm Đồng,1726,5,2012360,completed
TXN-2013501,2025-08-20 12:08:19,U732319,188000,M003149,e_commerce,qr,d_8dd1f,Android,0,VN,Lâm Đồng,1560,6,278672,completed
TXN-2015458,2025-08-20 12:11:42,U735642,947000,M000456,Transport,ecom,d_48ceb,iOS,1,VN,Hà Nội,483,8,1439194,completed
TXN-2020917,2025-08-20 13:33:22,U739378,74000,M014543,Telco,qr,d_2261c,Android,0,VN,Hồ Chí Minh,2030,4,46859,completed
TXN-2014768,2025-08-20 13:43:12,U181384,1021000,M013579,Entertainment,topup,d_b8d7c,Android,0,VN,Hồ Chí Minh,740,6,1446435,completed
TXN-2012575,2025-08-20 13:50:49,U409584,123000,M027210,groceries,p2p,d_d21be,iOS,0,VN,Cần Thơ,2308,4,180052,completed
TXN-2016849,2025-08-20 14:51:23,U365311,285000,M027572,Utilities,ecom,d_84781,Android,0,VN,Hồ Chí Minh,457,4,289213,completed
TXN-2021601,2025-08-20 15:54:44,U442740,189000,M006883,ride_hailing,topup,d_dd7e7,iOS,0,VN,Thanh Hóa,1502,1,220722,completed
TXN-2006313,2025-08-20 16:58:31,U166373,1839000,M006874,groceries,p2p,d_9a7c6,iOS,0,VN,Đồng Nai,652,2,1479615,declined
TXN-2012474,2025-08-20 21:19:56,U671473,5885000,M024749,Health,bill,d_21834,iOS,0,VN,Đồng Nai,1688,5,3642587,completed
TXN-2017386,2025-08-20 22:25:08,U501584,659000,M025146,utilities,qr,d_a47ca,iOS,0,VN,Hà Nội,1824,5,1086629,completed
TXN-2013761,2025-08-21 01:34:32,U669979,44000,M026544,Grocery,qr,d_967d2,iOS,0,VN,Khánh Hòa,418,7,70051,declined
TXN-2015015,2025-08-21 02:14:59,U267058,54000,M022274,groceries,qr,d_3b0de,Android,0,VN,Hải Phòng,594,1,68670,completed
TXN-2005593,2025-08-21 03:05:48,U299630,444000,M003692,food and beverage,qr,d_a13da,Android,0,VN,Hồ Chí Minh,1483,8,396096,completed
TXN-2008468,2025-08-21 03:56:12,U616987,32000,M007422,Food & Beverage,topup,d_76bd7,iOS,0,VN,Khánh Hòa,1290,4,54457,completed
TXN-2024662,2025-08-21 04:07:40,U915640,1175000,M001079,Grocery,qr,d_9f840,Android,0,VN,Đà Nẵng,292,8,752047,completed
TXN-2004639,2025-08-21 04:11:01,U199173,46000,M026811,health,topup,d_77de6,web,0,VN,Hồ Chí Minh,202,6,44791,completed
TXN-2009704,2025-08-21 04:31:20,U162529,6184000,M009287,Food & Beverage,ecom,d_8dee7,Android,0,VN,Khánh Hòa,1509,3,9649975,completed
TXN-2012079,2025-08-21 04:41:19,U851034,3530000,M012999,telco,p2p,d_4b3d5,Android,0,VN,Hà Nội,1145,6,5935851,completed
TXN-2009394,2025-08-21 04:52:06,U668867,49000,M018637,bill_payment,qr,d_6869e,iOS,0,VN,Hồ Chí Minh,491,4,32873,declined
TXN-2019700,2025-08-21 05:36:37,U900640,139000,M016632,GROCERY,qr,d_9e456,iOS,0,VN,Hồ Chí Minh,1580,5,150127,completed
TXN-2017622,2025-08-21 05:55:51,U276860,12137000,M024239,ECOM,ecom,d_69644,Android,0,VN,Hồ Chí Minh,1777,4,17333046,completed
TXN-2012090,2025-08-21 07:58:35,U351904,2766000,M023395,transport,ecom,d_11db8,Android,1,VN,Hà Nội,720,2,4180984,completed
TXN-2021699,2025-08-21 09:37:32,U816776,5372000,M027378,ecommerce,p2p,d_763c0,iOS,0,VN,Hà Nội,1984,3,3337425,completed
TXN-2006524,2025-08-21 09:56:56,U623053,14000,M024023,groceries,qr,d_4aae8,iOS,0,VN,Đồng Nai,672,2,18476,completed
TXN-2001434,2025-08-21 10:10:41,U348629,57000,M028420,bill_payment,qr,d_10f94,iOS,0,VN,An Giang,1405,4,33622,completed
TXN-2013396,2025-08-21 11:02:37,U230305,533000,M009412,food and beverage,qr,d_6ac5d,iOS,0,VN,Khánh Hòa,2330,2,417891,completed
TXN-2015074,2025-08-21 11:50:35,U259613,8234000,M001427,transport,p2p,d_30b5f,Android,0,VN,Hồ Chí Minh,72,7,6214843,completed
TXN-2003657,2025-08-21 12:59:32,U210948,349000,M023247,E-Commerce,qr,d_67938,Android,0,VN,Hồ Chí Minh,124,3,328695,completed
TXN-2008471,2025-08-21 13:40:37,U487330,3410000,M018642,FOOD_BEV,p2p,d_63d6f,Android,0,VN,Hà Nội,1892,6,3287383,completed
TXN-2009376,2025-08-21 14:06:34,U873848,265000,M017602,E Commerce,qr,d_dd8cf,iOS,1,VN,Hà Nội,1778,8,309968,completed
TXN-2006473,2025-08-21 16:27:04,U952707,268000,M001097,GROCERY,qr,d_8dd32,iOS,0,VN,Hồ Chí Minh,1891,2,202424,completed
TXN-2018583,2025-08-21 17:09:11,U819018,177000,M006154,FOOD_BEV,topup,d_e7a1a,iOS,0,VN,Hà Nội,112,2,134013,completed
TXN-2010636,2025-08-21 21:20:41,U256677,120000,M003909,TRANSPORT,qr,d_8e1ee,web,0,VN,Cần Thơ,239,5,195620,completed
TXN-2013131,2025-08-21 21:49:52,U636516,1216000,M011589,e_commerce,p2p,d_6654a,Android,0,VN,Thanh Hóa,67,8,1510163,completed
TXN-2020654,2025-08-21 23:35:17,U784008,495000,M004646,GROCERY,topup,d_7a2a8,iOS,0,VN,An Giang,1818,4,513794,completed
TXN-2000525,2025-08-21 23:54:08,U112374,351000,M012560,TRANSPORT,topup,d_fb48a,iOS,0,VN,Hồ Chí Minh,1936,6,520065,completed
TXN-2003600,2025-08-22 00:36:22,U946248,560000,M018857,Education,ecom,d_584ae,web,0,VN,Hà Nội,524,3,653573,completed
TXN-2001977,2025-08-22 00:41:57,U274926,978000,M006365,GROCERY,ecom,d_273dc,iOS,0,VN,Bình Dương,118,5,1468414,completed
TXN-2007713,2025-08-22 00:59:14,U569213,976000,M025865,GROCERY,p2p,d_8a4be,Android,0,VN,Hải Phòng,192,4,548428,completed
TXN-2000061,2025-08-22 02:07:50,U276054,127000,M011349,food and beverage,qr,,,,VN,Hồ Chí Minh,1249,5,168565,declined
TXN-2019636,2025-08-22 02:22:45,U574627,2372000,M025551,ride_hailing,bill,d_4b41b,web,0,VN,Hồ Chí Minh,1153,5,3319042,completed
TXN-2020996,2025-08-22 02:33:46,U413368,12000,M020323,,topup,d_ca9a1,Android,0,VN,Hà Nội,1709,4,15000,completed
TXN-2011273,2025-08-22 02:35:10,U169235,1313000,M002238,Grocery,p2p,d_8585a,Android,0,VN,Đồng Nai,1716,8,2250079,completed
TXN-2020141,2025-08-22 03:26:20,U894074,2310000,M008608,food and beverage,p2p,d_ab923,Android,0,VN,Hồ Chí Minh,170,4,2254750,completed
TXN-2007010,2025-08-22 03:57:19,U850972,485000,M013208,groceries,ecom,d_2a3d0,iOS,0,VN,Hà Nội,646,3,396154,completed
TXN-2016289,2025-08-22 04:14:29,U738095,42829000,M004310,E-Commerce,p2p,d_ca3b0,iOS,0,VN,Hà Nội,2246,6,72149105,completed
TXN-2008875,2025-08-22 04:33:45,U621324,141000,M010670,Health,qr,d_a0f6f,Android,0,VN,Hà Nội,486,4,110771,completed
TXN-2022882,2025-08-22 04:54:54,U571127,1688000,M000047,Entertainment,qr,d_28542,Android,0,VN,Khánh Hòa,2247,7,987917,completed
TXN-2023885,2025-08-22 05:53:44,U355878,8239000,M011994,education,ecom,d_24884,Android,0,VN,Lâm Đồng,1005,2,15183948,completed
TXN-2009477,2025-08-22 06:33:23,U536190,1088000,M001379,fnb,ecom,d_43ce5,Android,0,VN,Hồ Chí Minh,476,5,1966649,completed
TXN-2016721,2025-08-22 06:35:16,U778004,20000,M011027,HEALTH,topup,d_9f860,web,0,VN,Thanh Hóa,2025,8,26323,completed
TXN-2014972,2025-08-22 07:01:12,U701894,1629000,M026752,Telco,topup,d_859ba,Android,0,VN,Hồ Chí Minh,1308,6,2861554,completed
TXN-2023485,2025-08-22 09:50:28,U541023,73000,M014530,grocery,bill,d_322b3,iOS,0,VN,An Giang,344,2,127700,completed
TXN-2005104,2025-08-22 10:31:17,U868623,69000,M023676,e_commerce,topup,d_26b61,iOS,1,VN,Hồ Chí Minh,445,5,75457,completed
TXN-2015375,2025-08-22 12:54:38,U651724,1270000,M021347,grocery,topup,d_4e698,web,0,VN,Khánh Hòa,1067,3,2207152,completed
TXN-2005477,2025-08-22 13:40:11,U343235,883000,M004023,FOOD_BEV,p2p,d_ca6e6,Android,0,VN,Bình Dương,1778,2,1026116,completed
TXN-2002567,2025-08-22 19:11:36,U910634,1732000,M011380,food_bev,bill,d_bab68,Android,0,VN,Hà Nội,2081,1,2700219,completed
TXN-2013748,2025-08-22 20:40:24,U208509,2895000,M022205,,p2p,d_4e637,iOS,1,VN,Hà Nội,653,13,765888,completed
TXN-2001252,2025-08-22 23:35:14,U724822,12862000,M000759,TRANSPORT,p2p,d_12c90,iOS,1,VN,Thanh Hóa,2133,8,7134938,completed
TXN-2021999,2025-08-23 00:50:39,U954254,2177000,M023989,food and beverage,topup,d_7b7ed,web,0,VN,Khánh Hòa,722,7,3564850,completed
TXN-2022498,2025-08-23 00:58:46,U770228,306000,M022946,food and beverage,topup,d_bee64,iOS,0,VN,Hà Nội,1211,2,444768,completed
TXN-2018599,2025-08-23 01:32:28,U726197,5672000,M006049,,ecom,d_0e7bd,iOS,0,VN,Hà Nội,216,5,8329199,completed
TXN-2010622,2025-08-23 01:40:23,U453153,3956000,M009362,groceries,p2p,d_4f2c0,iOS,0,VN,Hồ Chí Minh,1189,2,4182481,completed
TXN-2022858,2025-08-23 02:17:34,U181963,519000,M004795,Grocery,qr,d_78627,Android,0,VN,Nghệ An,2175,7,472717,completed
TXN-2005542,2025-08-23 03:19:30,U580157,170000,M021536,grocery,qr,d_2a00e,Android,0,VN,Hà Nội,1568,4,230711,completed
TXN-2017767,2025-08-23 03:40:20,U880162,188000,M017962,utilities,topup,d_52c21,iOS,0,VN,Lâm Đồng,1534,4,155112,completed
TXN-2003697,2025-08-23 04:11:04,U292894,167000,M025795,food and beverage,topup,d_1e569,Android,0,VN,Thanh Hóa,305,1,291323,completed
TXN-2019805,2025-08-23 04:40:16,U940596,9661000,M025045,HEALTH,p2p,d_51e1d,iOS,0,VN,Hà Nội,2006,3,14124074,declined
TXN-2015683,2025-08-23 04:51:42,U542304,177000,M025637,grocery,topup,d_d9e62,iOS,0,CN,Hà Nội,1172,1,143279,completed
TXN-2002478,2025-08-23 05:00:56,U971038,257000,M009750,E-Commerce,qr,d_c0985,iOS,0,VN,Hà Nội,362,4,485511,completed
TXN-2012954,2025-08-23 06:12:17,U758292,784000,M011269,,qr,d_31d0d,iOS,0,VN,Hồ Chí Minh,2341,7,592038,completed
TXN-2003048,2025-08-23 06:46:15,U514688,71000,M021564,ride_hailing,qr,d_4796e,Android,0,VN,Hà Nội,1390,8,43773,completed
TXN-2008149,2025-08-23 07:23:13,U888038,2519000,M002061,grocery,bill,d_ae0d8,iOS,0,VN,Đà Nẵng,812,4,4049010,completed
TXN-2020821,2025-08-23 07:59:20,U933379,51000,M013742,health,qr,d_286aa,Android,0,VN,An Giang,195,1,80928,completed
TXN-2022920,2025-08-23 08:00:10,U480753,689000,M011905,,bill,d_33c5e,iOS,0,VN,Nghệ An,928,3,1203577,completed
TXN-2016647,2025-08-23 10:26:17,U964336,6434000,M008214,ecommerce,p2p,d_13dd0,web,1,VN,Nghệ An,2263,2,5049101,completed
TXN-2012854,2025-08-23 11:23:10,U824005,33000,M002062,F&B,qr,d_a2814,Android,0,VN,Khánh Hòa,1977,6,45092,completed
TXN-2015057,2025-08-23 13:44:11,U506795,2176000,M003271,EDU,qr,d_fb465,Android,0,VN,Hà Nội,1721,4,1711572,completed
TXN-2001183,2025-08-23 16:00:51,U734894,54000,M017226,ecommerce,qr,d_40e1a,Android,0,VN,Nghệ An,1292,4,92612,completed
TXN-2009256,2025-08-23 18:41:40,U216212,9118000,M000420,health,p2p,d_10508,iOS,0,VN,Hồ Chí Minh,1009,7,6116759,completed
TXN-2006532,2025-08-24 01:41:31,U364465,180000,M002283,FOOD_BEV,qr,d_3f435,iOS,0,VN,Hà Nội,807,4,172606,completed
TXN-2014238,2025-08-24 03:11:08,U310268,1057000,M012137,food_bev,qr,d_49134,Android,0,VN,Hồ Chí Minh,1919,5,1467958,completed
TXN-2002177,2025-08-24 03:25:21,U493404,335000,M014033,,topup,d_2732f,Android,0,VN,Hồ Chí Minh,254,5,486374,completed
TXN-2002922,2025-08-24 03:40:48,U283212,926000,M010014,,qr,d_96963,Android,0,VN,Hà Nội,1451,1,882944,completed
TXN-2019930,2025-08-24 03:59:26,U458137,451000,M028086,utilities,bill,d_aa8d4,Android,1,VN,Khánh Hòa,713,7,759355,completed
TXN-2015979,2025-08-24 04:18:51,U829719,93000,M008287,travel,topup,d_e9c44,Android,1,VN,Thanh Hóa,410,8,66136,completed
TXN-2023399,2025-08-24 04:21:00,U641037,1773000,M001320,F&B,p2p,d_a87b5,iOS,0,VN,Nghệ An,1151,7,2028230,completed
TXN-2005422,2025-08-24 05:01:42,U162187,551000,M004181,,topup,d_b33c3,web,0,VN,Hà Nội,1409,3,414699,completed
TXN-2012267,2025-08-24 06:56:31,U953618,3054000,M022591,groceries,bill,d_54f83,Android,0,VN,Lâm Đồng,1532,1,3867003,completed
TXN-2021568,2025-08-24 06:58:40,U641787,995000,M018033,Food & Beverage,bill,d_14ef9,iOS,0,VN,Đà Nẵng,1520,8,653537,completed
TXN-2022723,2025-08-24 07:27:45,U668144,66000,M026125,E-Commerce,topup,d_7195e,Android,0,VN,Hồ Chí Minh,538,2,88253,completed
TXN-2015467,2025-08-24 08:37:46,U411387,3943000,M016172,FOOD_BEV,p2p,d_83e21,Android,0,VN,Hồ Chí Minh,2334,3,4071463,completed
TXN-2008589,2025-08-24 08:59:59,U337863,96000,M008039,,qr,d_547b2,iOS,0,VN,Đà Nẵng,525,5,149657,completed
TXN-2023600,2025-08-24 10:31:01,U799419,11000,M010509,GROCERY,topup,d_c9261,iOS,0,VN,Đà Nẵng,242,3,18924,completed
TXN-2012321,2025-08-24 11:11:01,U262029,1737000,M022893,,bill,d_d629a,iOS,0,VN,Nghệ An,277,8,2355987,completed
TXN-2015214,2025-08-24 11:17:32,U396536,-478000,M009589,ECOM,qr,d_d5914,Android,1,VN,Cần Thơ,994,6,399024,reversed
TXN-2003454,2025-08-24 13:22:00,U145446,1304000,M027088,F&B,p2p,d_c8a24,web,0,VN,Hải Phòng,422,4,2363250,completed
